CALENDAR_YEAR,YEAR_LEVEL,DOMAIN,STATE,SUBGROUP,ENROLLED_STUDENTS,MEAN,MEAN_CI,MEAN_SD,NMS,NMS_CI,GAIN,GAIN_CI,EXEMPT,ABSENT,ASSESSED,WITHDRAWN,NONATTEMPT,PARTICIPATION_RATE,PARTICIPATION_NUMBER,NOT_STATED,AVERAGE_AGE,YEARS_OF_SCHOOLING,BANDCOL1,BANDCOL2,BANDCOL3,BANDCOL4,BANDCOL5,BANDCOL6,PCTL05,PCTL20,PCTL80,PCTL95,TREND,TREND_VALUE,NOD_MEAN_PREV,NOD_NMS_PREV,NOD_MEAN_BASE,NOD_NMS_BASE
2017,7,Reading,AUS,All,288890,544.7,1.5,69.4,94,0.3,46.2,10.1,1.8,3.5,92.7,2.1,,94.5,272897,,12yrs 7mths,7yrs 4mths,4.3,11.9,24.3,28.8,19.4,9.6,430.7,487.5,602.8,657.7,Flat,543.2,Close to,Close to,Close to,Close to
2017,7,Spelling,AUS,All,288890,549.5,1.4,73.3,93.1,0.3,51.4,4.9,1.8,3.2,93,2,,94.8,273877,,12yrs 7mths,7yrs 4mths,5.1,10.4,21.4,28.4,21.5,11.4,424.3,490.8,610.2,664.2,Increasing,546,Close to,Close to,Close to,Close to
2017,7,Writing,AUS,All,288890,512.9,1.6,76,87.9,0.5,34.8,8.8,1.8,3.4,92.8,2.1,,94.6,273262,,12yrs 7mths,7yrs 4mths,10.4,18,29.7,23.7,12.1,4.4,385.7,459.2,573.7,630.4,U-shaped,509.9,Close to,Close to,Below,Below
2017,9,Grammar and Punctuation,AUS,All,281235,573.6,1.7,70.7,89.4,0.5,32.3,7.9,2,5.6,89.8,2.6,,91.8,258166,,14yrs 7mths,9yrs 4mths,8.7,16.7,27.3,26.4,14.1,4.9,455.5,515.9,632.5,686.1,Flat,573.4,Close to,Close to,Close to,Close to
2017,9,Numeracy,AUS,All,281235,591.9,1.7,63.5,95.8,0.3,49.4,4.5,2,6.6,88.8,2.7,,90.7,255117,,14yrs 7mths,9yrs 4mths,2.3,13.7,29,29.1,16.3,7.7,495.9,537.8,644.7,702.4,Flat,588.7,Close to,Close to,Close to,Above
2017,9,Reading,AUS,All,281235,580.9,1.5,66,91.7,0.4,34.9,5.5,2,6,89.4,2.7,,91.3,256870,,14yrs 7mths,9yrs 4mths,6.4,14.9,26.4,29.4,16.6,4.4,468.7,525.8,636.9,683.2,Flat,579.6,Close to,Close to,Close to,Close to
2017,9,Spelling,AUS,All,281235,581.4,1.5,72.1,90.5,0.4,34.7,4.2,2,5.6,89.8,2.6,,91.8,258166,,14yrs 7mths,9yrs 4mths,7.5,14.2,26.5,27.6,15.6,6.6,458.8,524.5,640.2,696.6,Dome shaped,582,Close to,Close to,Close to,Close to
2017,9,Writing,AUS,All,281235,552,1.9,86.2,81.6,0.7,41.4,8.9,2,5.8,89.6,2.6,,91.6,257626,,14yrs 7mths,9yrs 4mths,16.4,20.4,24.6,21.2,10.6,4.8,405.8,487.6,621.3,685.1,U-shaped,546.4,Close to,Close to,Close to,Close to
2018,3,Grammar and Punctuation,AUS,All,318731,431.8,1.2,90.4,94.9,0.2,,,1.8,2.3,93,3,,94.8,301499,,8yrs 7mths,3yrs 4mths,3.3,7.7,13.8,20.3,23.6,29.5,283.4,357.4,505,577,Dome shaped,436,Close to,Close to,Above,Above
2018,3,Numeracy,AUS,All,318731,407.7,1,71.6,95.8,0.2,,,1.7,2.8,92.6,2.8,,94.3,300176,,8yrs 7mths,3yrs 4mths,2.4,9.1,19.9,27.6,23.3,15.9,291.1,347,467.7,525.5,Flat,403.1,Close to,Close to,Close to,Close to
2018,3,Reading,AUS,All,318731,433.8,1.1,83.9,95.6,0.2,,,1.8,2.3,92.9,3,,94.7,301378,,8yrs 7mths,3yrs 4mths,2.6,6,13.8,22.7,24,29.2,296.4,366,503.7,569.6,Increasing,431.1,Close to,Close to,Above,Above
2018,3,Spelling,AUS,All,318731,417.6,1.1,84,94.1,0.2,,,1.8,2.3,93,3,,94.8,301499,,8yrs 7mths,3yrs 4mths,4.2,8.3,16.3,23,23.1,23.5,277.2,348.3,488.3,549.7,Increasing,416.8,Close to,Close to,Above,Close to
2018,3,Writing,AUS,All,318731,407.1,1,69.5,94.4,0.2,,,1.8,2.6,92.6,3,,94.4,300380,,8yrs 7mths,3yrs 4mths,3.9,6.1,16.7,29.6,29,12.9,282.7,357.4,464,503.3,Flat,417.7,Close to,Close to,Close to,Close to
2018,5,Grammar and Punctuation,AUS,All,319437,503.8,1,74.7,94.4,0.2,68,16.9,1.7,2.2,93.7,2.4,,95.4,304335,,10yrs 7mths,5yrs 4mths,3.9,10.4,19.8,28.6,21.6,13.9,381.1,443.7,565.4,623.8,Flat,501.1,Close to,Above,Close to,Close to
2018,5,Numeracy,AUS,All,319437,494,1,65.4,95.7,0.2,92,7.1,1.7,2.9,93.1,2.3,,94.8,302469,,10yrs 7mths,5yrs 4mths,2.6,11.4,26.7,29.9,18.4,9.2,391.6,439.4,547.7,605.8,Increasing,492.4,Close to,Close to,Above,Above
2018,5,Reading,AUS,All,319437,509.3,1.1,75,94.9,0.2,83.7,10,1.7,2.3,93.6,2.4,,95.3,304231,,10yrs 7mths,5yrs 4mths,3.4,9.2,19.9,27.1,22.7,15.9,387.2,447.8,571.4,630.5,Increasing,505.7,Close to,Close to,Above,Above
2018,5,Spelling,AUS,All,319437,502.4,0.9,71.1,94.4,0.2,82.6,5.5,1.7,2.2,93.7,2.4,,95.4,304335,,10yrs 7mths,5yrs 4mths,3.9,9.7,20.9,29.4,22.3,12.2,382.8,444.8,560.6,616.2,Increasing,500.3,Close to,Close to,Above,Above
2018,5,Writing,AUS,All,319437,464.7,0.9,67.8,89.8,0.3,44,11.2,1.7,2.4,93.5,2.4,,95.2,303671,,10yrs 7mths,5yrs 4mths,8.5,14.9,31.4,29.9,10.7,3,348.4,416.4,515.4,566.9,U-shaped,472.4,Close to,Close to,Below,Below
2018,7,Grammar and Punctuation,AUS,All,302895,544.4,1.6,73.8,93,0.3,39.5,12.1,1.7,3.5,92.6,2.2,,94.3,285432,,12yrs 7mths,7yrs 4mths,5.3,12.2,22.5,29.2,18.7,10.4,423.2,484.8,604.2,664.7,Flat,538.8,Close to,Close to,Above,Close to
2018,7,Numeracy,AUS,All,302895,548.4,1.7,69.1,95.6,0.2,55.3,4.6,1.7,4.3,91.7,2.3,,93.4,282770,,12yrs 7mths,7yrs 4mths,2.8,11.7,25.8,29.1,18.1,10.8,442,490.9,604.2,668.6,Flat,548.5,Close to,Close to,Close to,Close to
2018,7,Reading,AUS,All,302895,542.2,1.6,67.7,94.1,0.3,40.7,11.3,1.7,3.7,92.4,2.3,,94,284723,,12yrs 7mths,7yrs 4mths,4.2,12.1,25.5,29.6,18.4,8.5,431.2,486.6,598.2,653.5,Flat,543.5,Close to,Close to,Close to,Close to
2018,7,Spelling,AUS,All,302895,545.4,1.3,73,92.8,0.3,52.5,4.8,1.7,3.5,92.6,2.2,,94.3,285432,,12yrs 7mths,7yrs 4mths,5.5,11.2,22.9,28.4,19.9,10.4,421.3,486.6,605.5,662.1,Increasing,546.6,Close to,Close to,Close to,Close to
2018,7,Writing,AUS,All,302895,505.3,1.5,74,86.9,0.5,29.7,11.3,1.7,3.6,92.5,2.2,,94.2,285251,,12yrs 7mths,7yrs 4mths,11.5,20.5,30.7,22.2,10.3,3.2,382.6,453.3,565,619.3,U-shaped,511.2,Close to,Close to,Below,Below
2018,9,Grammar and Punctuation,AUS,All,288699,580.5,1.5,66,92.3,0.4,40.5,9.3,1.9,6,89,3.1,,90.9,262090,,14yrs 7mths,9yrs 4mths,5.8,14.8,28.6,28.8,15.3,4.9,472.3,527.4,635.2,685.7,Flat,573.4,Close to,Above,Close to,Close to
2018,9,Numeracy,AUS,All,288699,595.7,1.7,66.3,95.5,0.3,46,4.6,1.9,7.2,87.7,3.2,,89.6,258337,,14yrs 7mths,9yrs 4mths,2.6,12.2,27.8,29.8,16.9,8.9,495.2,541.1,648.5,710.6,Flat,589.1,Close to,Close to,Above,Above
2018,9,Reading,AUS,All,288699,584.1,1.5,64.1,93.4,0.4,43.3,5.2,1.9,6.3,88.5,3.2,,90.5,260851,,14yrs 7mths,9yrs 4mths,4.7,13.8,28.4,30.2,15.9,5,479.5,532.7,636.8,686.4,Flat,579.7,Close to,Close to,Close to,Close to
2018,9,Spelling,AUS,All,288699,583.4,1.5,73.2,90.4,0.4,40.5,4.8,1.9,6,89,3.1,,90.9,262090,,14yrs 7mths,9yrs 4mths,7.7,13.8,24.8,28.1,16.9,6.8,458.8,524.8,643.2,697.3,Dome shaped,581.7,Close to,Close to,Close to,Close to
2018,9,Writing,AUS,All,288699,542.4,1.9,83.3,79.5,0.7,27.4,11.4,1.9,6,89,3.1,,90.9,262090,,14yrs 7mths,9yrs 4mths,18.6,22.6,25.5,19.8,8.6,3.1,403.3,480.9,609.2,669.7,U-shaped,546.8,Close to,Close to,Below,Below
2019,3,Grammar and Punctuation,AUS,All,316837,440,1.3,92.5,94.9,0.2,,,1.7,2.2,93.3,2.9,,94.9,300806,,8yrs 7mths,3yrs 4mths,3.4,7.4,12,18.9,23.2,33.5,283.5,362.7,515.5,590.1,Dome shaped,436,Close to,Close to,Above,Above
2019,3,Numeracy,AUS,All,316837,408.1,1,73.9,95.5,0.2,,,1.6,2.7,93,2.7,,94.6,299655,,8yrs 7mths,3yrs 4mths,2.8,9.3,19.3,27.3,23,16.6,286.9,345.8,469.3,530.2,Flat,403.9,Close to,Close to,Close to,Close to
2019,3,Reading,AUS,All,316837,432.2,1.1,86,95.9,0.2,,,1.7,2,93.5,2.9,,95.2,301537,,8yrs 7mths,3yrs 4mths,2.4,8.3,13.8,21,24.1,28.7,290.4,358.1,502.4,574.4,Increasing,433.5,Close to,Close to,Above,Above
2019,3,Spelling,AUS,All,316837,418.9,1.1,86.4,93.3,0.2,,,1.7,2.2,93.3,2.9,,94.9,300806,,8yrs 7mths,3yrs 4mths,5.1,8.1,14.9,22.3,23.4,24.5,268.7,348.4,490.8,552.4,Increasing,418.2,Close to,Close to,Above,Close to
2019,3,Writing,AUS,All,316837,422.5,0.9,63.1,96.3,0.2,,,1.6,2.7,92.8,2.9,,94.5,299297,,8yrs 7mths,3yrs 4mths,2,4.2,11.4,29.8,34.4,16.5,309,379.1,472.1,511.7,Flat,418.5,Above,Above,Close to,Close to
2019,5,Grammar and Punctuation,AUS,All,317035,499.1,1.2,80.8,92.4,0.3,59.9,18.7,1.6,2.2,93.6,2.5,,95.3,302107,,10yrs 7mths,5yrs 4mths,6,11,21.3,25.9,19.7,14.5,365.4,434.2,565.5,630.9,Flat,501.4,Close to,Below,Close to,Close to
2019,5,Numeracy,AUS,All,317035,495.9,1,67.1,95.4,0.2,86.5,6.4,1.6,2.8,93.2,2.4,,94.8,300633,,10yrs 7mths,5yrs 4mths,3,11,25.6,29.7,19,10,388.7,440.3,550.9,609.8,Increasing,493.2,Close to,Close to,Above,Above
2019,5,Reading,AUS,All,317035,506.1,1,70.7,94.7,0.2,74.8,10.5,1.6,2,93.9,2.5,,95.5,302919,,10yrs 7mths,5yrs 4mths,3.6,8.8,20,28.9,23.7,13.4,385.6,449.2,565.1,617.3,Increasing,507.5,Close to,Close to,Above,Above
2019,5,Spelling,AUS,All,317035,500.7,0.9,71.5,94,0.2,84.6,5.2,1.6,2.2,93.6,2.5,,95.3,302107,,10yrs 7mths,5yrs 4mths,4.4,9.3,21.5,29.3,22,11.9,378.8,444.4,559.9,613.2,Increasing,501.8,Close to,Close to,Above,Above
2019,5,Writing,AUS,All,317035,474.1,0.9,64.5,92.8,0.2,60.5,11.4,1.7,2.1,93.7,2.5,,95.4,302331,,10yrs 7mths,5yrs 4mths,5.6,13.5,31.7,30.7,12.8,4.1,368.5,427.4,523.4,576.6,U-shaped,474,Close to,Above,Close to,Close to
2019,7,Grammar and Punctuation,AUS,All,311383,541.7,1.6,74.8,92.2,0.3,42.4,16.5,1.6,3.6,92.5,2.3,,94.1,293002,,12yrs 7mths,7yrs 4mths,6.2,12.8,23.2,27.1,18.9,10.3,417.5,479.9,604,662.3,Flat,539,Close to,Close to,Close to,Close to
2019,7,Numeracy,AUS,All,311383,554.4,1.8,75.5,94.3,0.3,60.6,5.3,1.6,4.3,91.8,2.3,,93.4,290689,,12yrs 7mths,7yrs 4mths,4.1,11,22,27.1,19.9,14.3,432.4,491.4,616.9,682.1,Flat,549,Close to,Close to,Close to,Close to
2019,7,Reading,AUS,All,311383,546.3,1.5,67.4,94.5,0.3,40.6,10.5,1.6,3.4,92.7,2.3,,94.3,293676,,12yrs 7mths,7yrs 4mths,3.9,11.3,23.7,30.1,20.3,9.1,433.9,490.5,602.4,655.6,Flat,543.7,Close to,Close to,Close to,Close to
2019,7,Spelling,AUS,All,311383,546.1,1.3,70.8,93.3,0.3,45.3,5.5,1.6,3.6,92.5,2.3,,94.1,293002,,12yrs 7mths,7yrs 4mths,5.1,10.6,23,29.2,20.7,9.7,424.6,489.5,604.8,657.6,Increasing,547.2,Close to,Close to,Close to,Close to
2019,7,Writing,AUS,All,311383,513.2,1.4,71,89.4,0.4,40.7,11.4,1.6,3.3,92.8,2.2,,94.4,293959,,12yrs 7mths,7yrs 4mths,9,18.8,30.8,24.6,11.5,3.7,397.8,461.3,570.4,624.5,U-shaped,513.7,Close to,Close to,Below,Close to
2019,9,Grammar and Punctuation,AUS,All,289287,573.6,1.6,69.4,90.1,0.4,32.1,10,1.8,6.4,88.5,3.3,,90.3,261166,,14yrs 7mths,9yrs 4mths,8.1,16.4,28.5,26.7,14,4.5,458.1,518.5,631.2,683.4,Flat,573.5,Close to,Close to,Close to,Close to
2019,9,Numeracy,AUS,All,289287,592.1,1.7,63.9,96,0.3,38.2,5.4,1.8,7.4,87.4,3.4,,89.2,258123,,14yrs 7mths,9yrs 4mths,2.2,14,29,28.6,16.7,7.7,496,537.4,645.2,702.5,Flat,589.5,Close to,Close to,Close to,Above
2019,9,Reading,AUS,All,289287,581.3,1.5,67.2,91.8,0.4,36.6,5.6,1.8,6.2,88.6,3.4,,90.4,261624,,14yrs 7mths,9yrs 4mths,6.4,14,27.3,29.2,16.5,4.8,467.6,528,637.6,685.1,Flat,579.9,Close to,Close to,Close to,Close to
2019,9,Spelling,AUS,All,289287,582.2,1.4,66.8,92,0.4,32.7,4.8,1.8,6.4,88.5,3.3,,90.3,261166,,14yrs 7mths,9yrs 4mths,6.2,13.6,28,29.4,15.6,5.3,469.1,529.6,636.9,688.4,Dome shaped,581.1,Close to,Close to,Close to,Close to
2019,9,Writing,AUS,All,289287,548.8,1.7,78.7,82.4,0.6,35.9,11.5,1.8,6,88.9,3.2,,90.7,262509,,14yrs 7mths,9yrs 4mths,15.8,21.9,27.2,20.9,9.4,3,418.1,489.2,612.6,670.4,U-shaped,548.2,Close to,Close to,Below,Close to
2021,3,Grammar and Punctuation,AUS,All,325586,432.5,1.3,88,94.4,0.2,,,1.5,2.2,93.4,2.8,0.1,95,309363,,8yrs 7mths,3yrs 4mths,4,7,12.7,21,23.9,29.9,278.9,360.6,505.2,573.1,Dome shaped,434.5,Close to,Close to,Above,Above
2021,3,Numeracy,AUS,All,325569,402.8,1,72.6,95.4,0.2,,,1.5,2.8,93,2.7,0.1,94.6,307859,,8yrs 7mths,3yrs 4mths,3,10,21,28.2,21.6,14.6,284.7,341.7,462.8,524.4,Flat,405.5,Close to,Close to,Close to,Close to
2021,3,Reading,AUS,All,325592,437.9,1.2,86.9,95.9,0.2,,,1.5,1.8,93.8,2.8,0.1,95.4,310498,,8yrs 7mths,3yrs 4mths,2.5,7.4,12.9,20.3,23.3,32,291.4,363.5,511,579.8,Increasing,438.3,Close to,Close to,Above,Above
2021,3,Spelling,AUS,All,325586,421.2,1.2,89,93.1,0.3,,,1.5,2.2,93.2,2.8,0.3,95,309363,,8yrs 7mths,3yrs 4mths,5.4,7.5,14.8,21.3,22.8,26.6,264.9,349.5,496.1,557.1,Increasing,421.2,Close to,Close to,Above,Close to
2021,3,Writing,AUS,All,325589,425.3,0.9,62.6,96.7,0.2,,,1.5,2.8,93,2.6,0.1,94.6,307979,,8yrs 7mths,3yrs 4mths,1.9,4.4,10.8,28.6,34.6,18.3,309.7,381,475.5,515.3,Flat,420.3,Close to,Close to,Close to,Above
2021,5,Grammar and Punctuation,AUS,All,320709,502.6,1.1,74.1,93.9,0.2,62.6,7.5,1.4,2.3,93.7,2.5,0.1,95.2,305383,,10yrs 7mths,5yrs 4mths,4.6,9.6,21,28.1,21.8,13.4,376.6,442.8,563.7,622.1,Flat,502,Close to,Close to,Close to,Close to
2021,5,Numeracy,AUS,All,320703,495.2,1,67.3,95,0.2,87.1,3.9,1.4,2.9,93.1,2.4,0.1,94.6,303469,,10yrs 7mths,5yrs 4mths,3.6,10.9,24.8,30,19.8,9.5,384.5,439.9,550.5,606.7,Increasing,494.9,Close to,Close to,Above,Above
2021,5,Reading,AUS,All,320720,511.3,1,70.4,95.1,0.2,79.1,4.4,1.4,1.9,94.1,2.5,0.1,95.6,306627,,10yrs 7mths,5yrs 4mths,3.5,7.6,18.4,28.7,25.3,15.1,388.4,455.2,570.4,621.2,Increasing,511.2,Close to,Close to,Above,Above
2021,5,Spelling,AUS,All,320709,504.4,1,73.4,94.1,0.2,85.5,3.6,1.4,2.3,93.6,2.5,0.2,95.2,305383,,10yrs 7mths,5yrs 4mths,4.5,9.4,19.8,27.4,23.9,13.6,377.8,444.7,565.8,617.6,Increasing,504.9,Close to,Close to,Above,Above
2021,5,Writing,AUS,All,320727,479.9,0.9,65.2,93.3,0.2,57.4,7.7,1.4,2.2,93.8,2.5,0,95.3,305667,,10yrs 7mths,5yrs 4mths,5.2,12.3,28.8,32,15.4,5,371.2,431.5,531.4,582.3,U-shaped,479.4,Close to,Close to,Close to,Close to
2021,7,Grammar and Punctuation,AUS,All,319790,532.7,1.8,79.2,89.9,0.4,33.6,6.6,1.5,4.3,91.7,2.3,0.1,93.4,298572,,12yrs 7mths,7yrs 4mths,8.6,14.3,24.4,25.5,16.1,9.5,400.4,469,597.6,661.7,Flat,539.4,Close to,Close to,Close to,Close to
2021,7,Numeracy,AUS,All,319783,550.3,1.8,77.3,93.2,0.3,54.4,3.8,1.5,5.2,90.9,2.3,0.1,92.5,295799,,12yrs 7mths,7yrs 4mths,5.4,11.4,21.9,26.9,19.5,13.5,422.8,487,613.8,678.8,Flat,550.2,Close to,Close to,Close to,Below
2021,7,Reading,AUS,All,319810,542.3,1.5,67.9,93.8,0.3,36.2,3.9,1.5,3.8,92.3,2.3,0.1,93.9,300378,,12yrs 7mths,7yrs 4mths,4.7,11.7,25,29.4,19.3,8.5,427.5,486.9,599.5,651.7,Flat,544.2,Close to,Close to,Close to,Close to
2021,7,Spelling,AUS,All,319790,548.4,1.4,70.1,93.8,0.3,47.7,3.5,1.5,4.3,91.6,2.3,0.3,93.4,298572,,12yrs 7mths,7yrs 4mths,4.7,10.3,21.9,30.4,21.5,9.8,428.4,492.2,605.3,658.6,Increasing,548.4,Close to,Close to,Close to,Close to
2021,7,Writing,AUS,All,319803,522,1.5,74.1,89.7,0.4,47.9,7.8,1.5,4,92.2,2.3,0.1,93.7,299771,,12yrs 7mths,7yrs 4mths,8.8,16,27.8,26,14.7,5.3,398.7,465.9,582.7,636.5,U-shaped,522.4,Close to,Close to,Close to,Close to
2021,9,Grammar and Punctuation,AUS,All,315551,572.7,1.8,76.6,87.7,0.5,31,6,1.6,7.4,87.2,3.5,0.3,89.1,281058,,14yrs 7mths,9yrs 4mths,10.7,15.7,25.8,25.7,14.7,5.9,439.4,512,636.1,692,Flat,573.7,Close to,Close to,Close to,Close to
2021,9,Numeracy,AUS,All,315543,587.5,1.7,64.2,94.7,0.3,33.1,3.6,1.6,8.5,86,3.6,0.3,87.9,277431,,14yrs 7mths,9yrs 4mths,3.7,13.8,29.8,29.4,14.9,6.8,486,534.8,638.8,698.6,Flat,590.3,Close to,Close to,Close to,Close to
2021,9,Reading,AUS,All,315566,576.8,1.6,71.4,89.7,0.4,30.5,4.1,1.6,6.9,87.8,3.5,0.2,89.6,282829,,14yrs 7mths,9yrs 4mths,8.7,15.1,26.4,27.3,15.6,5.3,452.7,519.4,636.8,688,Flat,580.2,Close to,Close to,Close to,Below
2021,9,Spelling,AUS,All,315551,579.7,1.4,68.7,91.1,0.4,33.6,3.7,1.6,7.4,86.9,3.5,0.5,89.1,281058,,14yrs 7mths,9yrs 4mths,7.3,14.7,26.8,28.6,15.8,5.1,462,523.9,636.9,687.3,Dome shaped,579.2,Close to,Close to,Close to,Close to
2021,9,Writing,AUS,All,315567,550.6,1.7,82.1,82.2,0.6,37.4,7.9,1.6,6.9,87.9,3.5,0.1,89.6,282849,,14yrs 7mths,9yrs 4mths,16.2,20,26.4,22.1,10.1,3.5,409.9,489.2,616.6,674.1,U-shaped,553.6,Close to,Close to,Close to,Close to
2022,3,Grammar and Punctuation,AUS,All,321337,433.2,1.3,93.4,94.1,0.2,,,1.7,3.6,91.9,2.8,0.1,93.7,300948,,8yrs 7mths,3yrs 4mths,4.2,7.8,13.6,20.3,21.7,30.7,276.4,354.6,510.6,587.8,Dome shaped,433,Close to,Close to,Significantly above,Above
2022,3,Numeracy,AUS,All,321325,399.8,1,74.8,95,0.2,,,1.6,4.3,91.4,2.6,0.1,93.1,299091,,8yrs 7mths,3yrs 4mths,3.4,11.2,22.3,27.3,19.5,14.6,280.9,336.4,461.6,528.6,Flat,406.3,Close to,Close to,Close to,Close to
2022,3,Reading,AUS,All,321350,437.8,1.3,92.3,95.5,0.2,,,1.7,2.6,92.9,2.7,0.1,94.7,304251,,8yrs 7mths,3yrs 4mths,2.8,8.4,13.2,20.1,21.4,32.4,286.1,358,515.7,591.9,Increasing,440.7,Close to,Close to,Significantly above,Above
2022,3,Spelling,AUS,All,321337,417.7,1.3,92.8,91.9,0.3,,,1.7,3.6,91.6,2.8,0.4,93.7,300948,,8yrs 7mths,3yrs 4mths,6.4,8.4,14.8,20.9,21.9,25.9,255.2,342,495.5,561.3,Increasing,422.6,Close to,Close to,Significantly above,Close to
2022,3,Writing,AUS,All,321297,422.1,0.9,64.5,96.2,0.2,,,1.7,4.8,90.3,2.8,0.4,92.4,296930,,8yrs 7mths,3yrs 4mths,2,5.2,12,29.1,32,17.9,302.7,375,474.6,517,Flat,421.1,Close to,Close to,Close to,Close to
2022,5,Grammar and Punctuation,AUS,All,320515,498.8,1,69.5,94.9,0.2,,,1.5,3.6,92.5,2.3,0.1,94,301390,,10yrs 7mths,5yrs 4mths,3.6,10.3,23.7,29.5,20.1,11.2,384.5,442,555.8,614.7,Flat,502.3,Close to,Close to,Close to,Above
2022,5,Numeracy,AUS,All,320507,488.3,1,65.6,95.1,0.2,,,1.5,4.4,91.8,2.3,0.1,93.3,299153,,10yrs 7mths,5yrs 4mths,3.5,13,28.1,29.1,16.9,8,383.8,433.7,542,600.4,Increasing,495.7,Below,Close to,Significantly above,Above
2022,5,Reading,AUS,All,320528,509.7,1,69.1,95,0.2,,,1.5,2.6,93.5,2.3,0.1,95.1,304798,,10yrs 7mths,5yrs 4mths,3.5,7.7,18.7,29.3,25.5,13.8,388.1,454.5,567.3,617.1,Increasing,513.1,Close to,Close to,Significantly above,Above
2022,5,Spelling,AUS,All,320515,504.5,1,73.5,94.1,0.2,,,1.5,3.6,92.3,2.3,0.2,94,301390,,10yrs 7mths,5yrs 4mths,4.4,9.3,20.3,27.7,23,13.8,378.5,445.3,566.1,620.2,Increasing,506.4,Close to,Close to,Significantly above,Above
2022,5,Writing,AUS,All,320533,484.3,1,70.6,92.6,0.3,,,1.5,3.3,92.8,2.4,0.1,94.4,302519,,10yrs 7mths,5yrs 4mths,5.9,12.3,25.7,29.9,17.4,7.4,365.6,430.2,541.6,595.3,U-shaped,483.2,Close to,Close to,Close to,Close to
2022,7,Grammar and Punctuation,AUS,All,321587,533.2,1.6,71.3,92,0.4,,,1.5,6.9,89,2.4,0.2,90.7,291580,,12yrs 7mths,7yrs 4mths,6.6,14.2,26.7,27.4,16,7.7,414.9,475.3,591.6,651,Flat,539.6,Close to,Close to,Close to,Close to
2022,7,Numeracy,AUS,All,321590,546.3,2,80,92,0.4,,,1.5,7.6,88.5,2.4,0.1,90.1,289625,,12yrs 7mths,7yrs 4mths,6.5,12.5,22.1,25.7,18.3,13.4,414.8,479.8,612.8,679.5,Flat,550.7,Close to,Close to,Close to,Below
2022,7,Reading,AUS,All,321596,542.6,1.5,65.7,94.2,0.3,,,1.5,5.1,91,2.3,0.1,92.6,297765,,12yrs 7mths,7yrs 4mths,4.3,11.1,25.5,30.7,19.2,7.8,430.7,489.5,597.5,648.8,Flat,544.4,Close to,Close to,Close to,Close to
2022,7,Spelling,AUS,All,321587,547.2,1.4,73.4,92.9,0.3,,,1.5,6.9,88.9,2.4,0.3,90.7,291580,,12yrs 7mths,7yrs 4mths,5.6,11,21.3,27.8,22.2,10.4,420.2,487.2,607.9,660.2,Increasing,548.9,Close to,Close to,Close to,Close to
2022,7,Writing,AUS,All,321605,529.8,1.6,75.6,90.6,0.4,,,1.5,5.8,90.3,2.4,0.1,91.9,295467,,12yrs 7mths,7yrs 4mths,7.9,14.6,25.7,26.4,16.6,7.3,403.9,471.1,592.1,648.2,U-shaped,528.6,Close to,Close to,Close to,Close to
2022,9,Grammar and Punctuation,AUS,All,320974,573.3,1.9,80.4,86.5,0.5,,,1.6,10.5,84,3.5,0.3,85.9,275821,,14yrs 7mths,9yrs 4mths,11.8,15.6,24.5,24.2,14.8,7.3,433.9,508.1,640.6,700.6,Flat,573.7,Close to,Close to,Close to,Close to
2022,9,Numeracy,AUS,All,320968,584.4,1.7,62.1,95,0.3,,,1.6,11,83.5,3.5,0.3,85.4,274157,,14yrs 7mths,9yrs 4mths,3.3,15.5,30.8,28.4,14.6,5.8,487.4,531.9,635.6,691.8,Flat,590.8,Close to,Close to,Close to,Close to
2022,9,Reading,AUS,All,320978,577.6,1.6,70.8,89.6,0.4,,,1.6,8.4,86.3,3.4,0.2,88.2,282985,,14yrs 7mths,9yrs 4mths,8.8,14.7,26,27.6,16,5.2,453,519.8,637.6,687.8,Flat,580.4,Close to,Close to,Close to,Below
2022,9,Spelling,AUS,All,320974,576.7,1.3,62.8,91.8,0.4,,,1.6,10.5,83.8,3.5,0.5,85.9,275821,,14yrs 7mths,9yrs 4mths,6.6,14.6,29.4,30.6,13.8,3.3,467,526.2,628.5,675.1,Dome shaped,578,Below,Close to,Close to,Close to
2022,9,Writing,AUS,All,320983,559.9,1.7,81.7,84.1,0.6,,,1.6,8.9,85.7,3.5,0.2,87.6,281196,,14yrs 7mths,9yrs 4mths,14.3,18.4,25.5,23.2,12.3,4.9,420,496.4,627,685.5,U-shaped,557.7,Close to,Close to,Close to,Close to
